property_id,source_name,region_norm,anomaly_score,is_anomaly,fraud_score,fraud_flags,regional_context,model_version
tunisieannonce_e2edd43f3c8d,tunisieannonce,tunis,-0.4594,False,95.94,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e8fdd15fd04e,tunisieannonce,tunis,-0.3663,False,86.63,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e43816d9935c,tunisieannonce,tunis,-0.4294,False,92.94,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e435486a26a2,tunisieannonce,tunis,-0.4748,False,97.48,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e463bc0c3ede,tunisieannonce,tunis,-0.3971,False,89.71,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e4cd69214cb2,tunisieannonce,tunis,-0.4496,False,94.96,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e509a468ab82,tunisieannonce,tunis,-0.3612,False,86.12,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e520c053a7f9,tunisieannonce,tunis,-0.4056,False,90.56,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e5896d727484,tunisieannonce,tunis,-0.4513,False,95.13,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e52afc362e98,tunisieannonce,tunis,-0.3415,False,84.15,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e5be8124bba9,tunisieannonce,tunis,-0.3958,False,89.58,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e6c5fe83727e,tunisieannonce,tunis,-0.3995,False,89.95,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e6e40ad60c38,tunisieannonce,tunis,-0.4232,False,92.32,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e75cd1d34069,tunisieannonce,tunis,-0.3533,False,85.33,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e7a3e60bfc3d,tunisieannonce,tunis,-0.4641,False,96.41,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e7e59dbe18d9,tunisieannonce,tunis,-0.4675,False,96.75,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e7bc47deafb9,tunisieannonce,tunis,-0.3788,False,87.88,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e823ceb05f62,tunisieannonce,tunis,-0.3883,False,88.83,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e863a63ba0f5,tunisieannonce,tunis,-0.5138,False,100.0,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e86e9a70251f,tunisieannonce,tunis,-0.3469,False,84.69,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e8e6c9757d83,tunisieannonce,tunis,-0.4045,False,90.45,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e86814e2785e,tunisieannonce,tunis,-0.4429,False,94.29,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e96d6bf3cde0,tunisieannonce,tunis,-0.5028,False,100.0,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e9f173c6a21c,tunisieannonce,tunis,-0.4812,False,98.12,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_eaf4c2dfe8f9,tunisieannonce,tunis,-0.4216,False,92.16,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_eb4a1e362773,tunisieannonce,tunis,-0.4246,False,92.46,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_eae1dff35db6,tunisieannonce,tunis,-0.3858,False,88.58,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_ead846eb49ca,tunisieannonce,tunis,-0.398,False,89.8,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_ea6be3bd6a5a,tunisieannonce,tunis,-0.4129,False,91.29,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_ebf1a2781425,tunisieannonce,tunis,-0.3581,False,85.81,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_eb60ac9017c1,tunisieannonce,tunis,-0.3841,False,88.41,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_eb4e4fe154c7,tunisieannonce,tunis,-0.3523,False,85.23,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_ed6c74c651af,tunisieannonce,tunis,-0.3632,False,86.32,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_edbbcda9cf7b,tunisieannonce,tunis,-0.4431,False,94.31,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_edcd8730922a,tunisieannonce,tunis,-0.3488,False,84.88,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_ee112ace7485,tunisieannonce,tunis,-0.3821,False,88.21,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_ee7ce7755fa6,tunisieannonce,tunis,-0.3931,False,89.31,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_ee2531eeb12c,tunisieannonce,tunis,-0.3686,False,86.86,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_ee8aa9960716,tunisieannonce,tunis,-0.3876,False,88.76,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_eec1f544795c,tunisieannonce,tunis,-0.4222,False,92.22,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_ef3117b1baf9,tunisieannonce,tunis,-0.4035,False,90.35,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_ef245867a363,tunisieannonce,tunis,-0.4783,False,97.83,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_efb8484d8329,tunisieannonce,tunis,-0.3952,False,89.52,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f0060b2bd2d5,tunisieannonce,tunis,-0.5133,False,100.0,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_ef7ae81cb8f7,tunisieannonce,tunis,-0.363,False,86.3,"[""suspected_test_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f06f7df4498c,tunisieannonce,tunis,-0.4276,False,92.76,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f05f2939bba9,tunisieannonce,tunis,-0.3839,False,88.39,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f027154ab45a,tunisieannonce,tunis,-0.3877,False,88.77,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f0dd6205dc59,tunisieannonce,tunis,-0.377,False,87.7,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f102e7831f5e,tunisieannonce,tunis,-0.4148,False,91.48,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f093a48d7b31,tunisieannonce,tunis,-0.3646,False,86.46,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f10715cdc6b9,tunisieannonce,tunis,-0.3894,False,88.94,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f2316dd1e4c9,tunisieannonce,tunis,-0.5188,False,100.0,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f236f6880fa8,tunisieannonce,tunis,-0.3915,False,89.15,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f1b453f7a6a8,tunisieannonce,tunis,-0.4678,False,96.78,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f23bf7a61676,tunisieannonce,tunis,-0.3656,False,86.56,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f2d516c5cb62,tunisieannonce,tunis,-0.3923,False,89.23,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f38d12183bda,tunisieannonce,tunis,-0.3668,False,86.68,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f32e4d912c4c,tunisieannonce,tunis,-0.4782,False,97.82,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f495bcd23ec4,tunisieannonce,tunis,-0.4661,False,96.61,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f3e80d950386,tunisieannonce,tunis,-0.3696,False,86.96,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f44d75b4d2a7,tunisieannonce,tunis,-0.4454,False,94.54,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f4443b088c7a,tunisieannonce,tunis,-0.3508,False,85.08,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f4f1189de9e9,tunisieannonce,tunis,-0.4109,False,91.09,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f51e47af7462,tunisieannonce,tunis,-0.4513,False,95.13,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f520b793092c,tunisieannonce,tunis,-0.3773,False,87.73,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f55dd760ec92,tunisieannonce,tunis,-0.4139,False,91.39,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f559e089d0e4,tunisieannonce,tunis,-0.3793,False,87.93,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f56aa1594451,tunisieannonce,tunis,-0.4512,False,95.12,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f654f18dd65b,tunisieannonce,tunis,-0.4646,False,96.46,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f62dbb95e1c1,tunisieannonce,tunis,-0.3558,False,85.58,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f705ce4fd65d,tunisieannonce,tunis,-0.4371,False,93.71,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f6e47b617f4e,tunisieannonce,tunis,-0.3734,False,87.34,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f85054e263e3,tunisieannonce,tunis,-0.4691,False,96.91,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f886a7622052,tunisieannonce,tunis,-0.5603,True,100.0,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_f8753e837204,tunisieannonce,tunis,-0.3679,False,86.79,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_fa1a7d5eacaa,tunisieannonce,tunis,-0.5057,False,100.0,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_fa311696db20,tunisieannonce,tunis,-0.4517,False,95.17,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_fa5ebd3e1f9b,tunisieannonce,tunis,-0.3843,False,88.43,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_fb98ee861dd3,tunisieannonce,tunis,-0.3649,False,86.49,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_fb72ccbe0b92,tunisieannonce,tunis,-0.3962,False,89.62,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_fc00e23bbc90,tunisieannonce,tunis,-0.4355,False,93.55,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_fb514d268c86,tunisieannonce,tunis,-0.4082,False,90.82,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_fc42ac955de3,tunisieannonce,tunis,-0.4648,False,96.48,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_fca723f4431d,tunisieannonce,tunis,-0.3703,False,87.03,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_fc2bcfb04129,tunisieannonce,tunis,-0.4141,False,91.41,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_fdc3dfac9ac7,tunisieannonce,tunis,-0.4262,False,92.62,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_fcc381bc8951,tunisieannonce,tunis,-0.4772,False,97.72,"[""extreme_price_per_m2""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_fce4319dfbdc,tunisieannonce,tunis,-0.4162,False,91.62,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_fe88d51390d9,tunisieannonce,tunis,-0.3654,False,86.54,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_feb90d3e6137,tunisieannonce,tunis,-0.3492,False,84.92,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_ff91b0a4a576,tunisieannonce,tunis,-0.384,False,88.4,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_ff97cdf117d8,tunisieannonce,tunis,-0.3692,False,86.92,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
zitouna_immo_3316,zitouna_immo,tunis,-0.3749,False,87.49,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
zitouna_immo_6458,zitouna_immo,tunis,-0.3796,False,87.96,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
zitouna_immo_5518,zitouna_immo,tunis,-0.3896,False,88.96,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
zitouna_immo_6548,zitouna_immo,tunis,-0.425,False,92.5,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
zitouna_immo_6538,zitouna_immo,tunis,-0.5191,False,100.0,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d027ed840a4a,tunisieannonce,tunis,-0.3992,False,89.92,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d08332be323b,tunisieannonce,tunis,-0.3815,False,88.15,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d56ff8fc3ecc,tunisieannonce,tunis,-0.4385,False,93.85,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d0b6abc66c02,tunisieannonce,tunis,-0.3557,False,85.57,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d05031f6d9dd,tunisieannonce,tunis,-0.3434,False,84.34,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d0bb58c8ae4b,tunisieannonce,tunis,-0.3416,False,84.16,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d00b0538fade,tunisieannonce,tunis,-0.3664,False,86.64,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d1ae283d6ea3,tunisieannonce,tunis,-0.3456,False,84.56,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d1808b51bf08,tunisieannonce,tunis,-0.3906,False,89.06,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d169429fab3e,tunisieannonce,tunis,-0.4054,False,90.54,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d0fd8086fdeb,tunisieannonce,tunis,-0.373,False,87.3,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d17d710bdd39,tunisieannonce,tunis,-0.4665,False,96.65,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d26120a0b294,tunisieannonce,tunis,-0.348,False,84.8,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d22f8d99482a,tunisieannonce,tunis,-0.3419,False,84.19,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d2ae34950763,tunisieannonce,tunis,-0.3595,False,85.95,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d23b38f36e34,tunisieannonce,tunis,-0.5175,False,100.0,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d2c0829fd5ee,tunisieannonce,tunis,-0.4492,False,94.92,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_e307d451eeb5,tunisieannonce,tunis,-0.4832,False,98.32,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d2424087c9f7,tunisieannonce,tunis,-0.412,False,91.2,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d3b769365efa,tunisieannonce,tunis,-0.3562,False,85.62,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d3c19b04635d,tunisieannonce,tunis,-0.4545,False,95.45,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d31d8ce95a85,tunisieannonce,tunis,-0.3651,False,86.51,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d38daa049260,tunisieannonce,tunis,-0.413,False,91.3,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d309dc69cec0,tunisieannonce,tunis,-0.3542,False,85.42,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d3b54964c1cb,tunisieannonce,tunis,-0.4552,False,95.52,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d31fb8f5bb01,tunisieannonce,tunis,-0.3602,False,86.02,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d307a3e2c840,tunisieannonce,tunis,-0.3685,False,86.85,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d40d7d7f1e00,tunisieannonce,tunis,-0.3877,False,88.77,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d46da00ddae0,tunisieannonce,tunis,-0.5631,True,100.0,"[""extreme_price_per_m2""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d4666176a974,tunisieannonce,tunis,-0.3487,False,84.87,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d3d1a35487fe,tunisieannonce,tunis,-0.3693,False,86.93,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d3ceaad8328e,tunisieannonce,tunis,-0.3743,False,87.43,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d3e62cd12fc2,tunisieannonce,tunis,-0.3518,False,85.18,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d4130b77c452,tunisieannonce,tunis,-0.3536,False,85.36,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d5904fde4f46,tunisieannonce,tunis,-0.3845,False,88.45,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d5e99cbfe737,tunisieannonce,tunis,-0.4516,False,95.16,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d57ef64a9b76,tunisieannonce,tunis,-0.357,False,85.7,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d5f5f14b3389,tunisieannonce,tunis,-0.3478,False,84.78,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d5d784a4024e,tunisieannonce,tunis,-0.4541,False,95.41,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d643c7701da2,tunisieannonce,tunis,-0.3495,False,84.95,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d5f8cc2ce1b8,tunisieannonce,tunis,-0.3973,False,89.73,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d67684422ae9,tunisieannonce,tunis,-0.3999,False,89.99,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d66152602b4c,tunisieannonce,tunis,-0.3532,False,85.32,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d641804f6def,tunisieannonce,tunis,-0.3655,False,86.55,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d61fd05d7195,tunisieannonce,tunis,-0.3564,False,85.64,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d67ac8436b5a,tunisieannonce,tunis,-0.3849,False,88.49,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d7786fa23358,tunisieannonce,tunis,-0.3551,False,85.51,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d7068e9d57ed,tunisieannonce,tunis,-0.3517,False,85.17,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d773249bfd01,tunisieannonce,tunis,-0.5074,False,100.0,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d6f96933e8e4,tunisieannonce,tunis,-0.371,False,87.1,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d7cbb482f5ea,tunisieannonce,tunis,-0.4383,False,93.83,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d775feac8da7,tunisieannonce,tunis,-0.4347,False,93.47,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d742b35978bc,tunisieannonce,tunis,-0.3632,False,86.32,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d7333a5f57cb,tunisieannonce,tunis,-0.36,False,86.0,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d7c07dc3a6cd,tunisieannonce,tunis,-0.3542,False,85.42,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d7dcf13a2f6a,tunisieannonce,tunis,-0.3967,False,89.67,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d791f5dbc32e,tunisieannonce,tunis,-0.4151,False,91.51,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d7cbb4968424,tunisieannonce,tunis,-0.372,False,87.2,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d81cd9dfdf75,tunisieannonce,tunis,-0.383,False,88.3,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d8d3f2b412ab,tunisieannonce,tunis,-0.4562,False,95.62,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d8443be2bbe3,tunisieannonce,tunis,-0.4134,False,91.34,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d87639cb1be8,tunisieannonce,tunis,-0.3735,False,87.35,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d8cbc646dc3c,tunisieannonce,tunis,-0.6016,True,100.0,"[""rooms_surface_inconsistent"", ""extreme_price_per_m2""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d83938bf9429,tunisieannonce,tunis,-0.3547,False,85.47,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d93fe0030d86,tunisieannonce,tunis,-0.3929,False,89.29,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d8f60d8a881c,tunisieannonce,tunis,-0.4398,False,93.98,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d9190797412f,tunisieannonce,tunis,-0.361,False,86.1,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d92329ab20f0,tunisieannonce,tunis,-0.3692,False,86.92,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d9161954dd61,tunisieannonce,tunis,-0.3703,False,87.03,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d8ea40350ec5,tunisieannonce,tunis,-0.3795,False,87.95,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_d98b113d42b4,tunisieannonce,tunis,-0.3499,False,84.99,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
