property_id,source_name,sentiment_score,sentiment_label,zero_shot_fraud_score,linguistic_score,fraud_score,risk_level,fraud_flags,tabular_model_version,mistral_explanation
tunisieannonce_8880941cfe46,tunisieannonce,0.0,positive,0.3135,0.25,17.22,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_86458a4f1c52,tunisieannonce,0.0,positive,0.3557,0.45,23.7,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_8629b28d0355,tunisieannonce,0.0,positive,0.3578,0.55,26.27,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_861db9688a1f,tunisieannonce,0.0836,neutral,0.3528,0.0,15.69,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_86bd92e2fc11,tunisieannonce,0.0,positive,0.3351,0.0,11.73,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_871e0dbe9345,tunisieannonce,0.0,positive,0.34,0.55,25.65,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_87330f525e0a,tunisieannonce,0.4937,negative,0.3315,0.0,31.35,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_86c4041f4eaf,tunisieannonce,0.0,positive,0.3628,0.3,20.2,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_86ea8c1cb641,tunisieannonce,0.0,positive,0.4207,0.0,14.72,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_87ec946d8e04,tunisieannonce,0.0,positive,0.4182,0.45,25.89,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_8757ed6fac95,tunisieannonce,0.0,positive,0.3621,0.3,20.17,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_86f69a861aa0,tunisieannonce,0.0,positive,0.2949,0.0,10.32,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_87d39534c936,tunisieannonce,0.0,positive,0.2743,0.3,17.1,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_87ee5f5f7d46,tunisieannonce,0.3189,negative,0.334,0.25,30.7,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_89c93c933e1b,tunisieannonce,0.5772,negative,0.3755,0.0,36.23,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_87acbbb2c2e9,tunisieannonce,0.0,positive,0.3529,0.2,17.35,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_877b557a870b,tunisieannonce,0.0,positive,0.3524,0.0,12.33,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_87662a983eb3,tunisieannonce,0.0,positive,0.3379,0.2,16.83,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_87e4874badf0,tunisieannonce,0.0,positive,0.3429,0.0,12.0,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a5fc98869edc,tunisieannonce,0.0,positive,0.3536,0.75,31.13,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_87ea4fe80ec3,tunisieannonce,0.0,positive,0.2627,0.2,14.19,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_88ce9fb538cc,tunisieannonce,0.0,positive,0.2889,0.2,15.11,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_881f1953cd75,tunisieannonce,0.0,positive,0.3111,0.0,10.89,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_883c1565cc68,tunisieannonce,0.2548,negative,0.3605,0.0,22.81,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_88093a67568f,tunisieannonce,0.0,positive,0.3397,0.25,18.14,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_88193dcf4800,tunisieannonce,0.0,positive,0.3121,0.0,10.92,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_89d6c97077d4,tunisieannonce,0.0,positive,0.3549,0.15,16.17,normal,['information_incomplete'],xlm_roberta_mdeberta_v1,
tunisieannonce_88088d9994eb,tunisieannonce,0.0,positive,0.2875,0.3,17.56,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_890ba8f5bb3b,tunisieannonce,0.0,positive,0.3195,0.25,17.43,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_893db027f0c5,tunisieannonce,0.0,positive,0.3859,0.0,13.51,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_892d42cceb5e,tunisieannonce,0.0,positive,0.3632,0.45,23.96,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_89106cc7c06a,tunisieannonce,0.0,positive,0.3624,0.2,17.68,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_88d2a74e3671,tunisieannonce,0.1049,neutral,0.2997,0.45,25.94,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_891fe49a143e,tunisieannonce,0.0,positive,0.3279,0.0,11.48,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_8937f5642c0c,tunisieannonce,0.0,positive,0.3479,0.75,30.93,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_88ed4f59c425,tunisieannonce,0.5914,negative,0.3429,0.25,41.91,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_89e1e9033938,tunisieannonce,0.4148,negative,0.3601,0.3,36.7,suspect,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_89cac1f25bd5,tunisieannonce,0.0,positive,0.3308,0.0,11.58,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_89bf7c780375,tunisieannonce,0.0,positive,0.339,0.3,19.36,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_89e803673868,tunisieannonce,0.0,positive,0.3941,0.3,21.29,suspect,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_89c4db936c72,tunisieannonce,0.0,positive,0.3321,0.55,25.37,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_898c3c8189af,tunisieannonce,0.0,positive,0.3466,0.2,17.13,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_89f0ddba6e21,tunisieannonce,0.0,positive,0.3453,0.0,12.09,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_89f410a7a757,tunisieannonce,0.2788,negative,0.3689,0.0,24.06,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_8ae134bc6106,tunisieannonce,0.0,positive,0.3327,0.2,16.64,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_8a5ca8028c2c,tunisieannonce,0.0,positive,0.3181,0.5,23.63,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_a5954dca440b,tunisieannonce,0.0,positive,0.3271,0.0,11.45,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_8a45f7645162,tunisieannonce,0.0,positive,0.2928,0.25,16.5,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_8a07ad8e0de4,tunisieannonce,0.1054,neutral,0.3688,0.25,23.37,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_8c8226292ad2,tunisieannonce,0.0854,neutral,0.3656,0.0,16.21,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_8a59981e3dbf,tunisieannonce,0.4087,negative,0.4293,0.2,36.37,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_8ba64f73bb87,tunisieannonce,0.0,positive,0.3553,0.2,17.44,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_8b76362661dc,tunisieannonce,0.0,positive,0.3219,0.0,11.27,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_8afde2712cd6,tunisieannonce,0.0,positive,0.2997,0.0,10.49,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_8b47f89f4ad6,tunisieannonce,0.0689,neutral,0.4022,0.55,30.58,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_8b60994e8e5d,tunisieannonce,0.0,positive,0.3134,0.25,17.22,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_8ba2d8c8f7d3,tunisieannonce,0.0,positive,0.3016,0.25,16.81,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_8b3ab9b7633e,tunisieannonce,0.0,positive,0.3592,0.55,26.32,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_8ae77316d3e7,tunisieannonce,0.0,positive,0.3274,0.45,22.71,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_8c76ec7e9c5b,tunisieannonce,0.0,positive,0.3609,0.55,26.38,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_8be318ae414f,tunisieannonce,0.0,positive,0.3508,0.45,23.53,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_8c132be7aa2e,tunisieannonce,0.3973,negative,0.3429,0.55,41.64,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_8bd751145455,tunisieannonce,0.0,positive,0.3882,0.55,27.34,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_8c20cf8eeb71,tunisieannonce,0.0,positive,0.3085,0.25,17.05,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_8baad15ab910,tunisieannonce,0.0,positive,0.353,0.0,12.35,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_8cbb2a111668,tunisieannonce,0.0,positive,0.3344,0.2,16.7,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_8ccfd5708583,tunisieannonce,0.0,positive,0.2739,0.0,9.59,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_8cdfaedd158c,tunisieannonce,0.6481,negative,0.3104,0.0,36.79,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_8c8e7e1d9e79,tunisieannonce,0.0,positive,0.3015,0.55,24.3,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_8d7c8d60f747,tunisieannonce,0.0,positive,0.3534,0.55,26.12,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_8d9cbec39b84,tunisieannonce,0.0,positive,0.3063,0.75,29.47,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_8d7bca4b6548,tunisieannonce,0.0664,neutral,0.358,0.0,15.19,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_8d7e1fc8e14b,tunisieannonce,0.0,positive,0.3502,0.0,12.26,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_8d8cab88b6e1,tunisieannonce,0.1958,negative,0.3425,0.0,19.82,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_8cf13bd34c9e,tunisieannonce,0.2985,negative,0.3408,0.25,30.12,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_8ce9d73294cb,tunisieannonce,0.0,positive,0.3157,0.0,11.05,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_8ea448746671,tunisieannonce,0.0,positive,0.323,0.55,25.05,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_8dd8c17c5a98,tunisieannonce,0.0,positive,0.3256,0.55,25.15,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_8e700834de77,tunisieannonce,0.0,positive,0.3129,0.3,18.45,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_8e3939fa0296,tunisieannonce,0.0,positive,0.2232,0.75,26.56,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_8e5ae426d5b1,tunisieannonce,0.5951,negative,0.4007,0.55,51.58,fraud_likely,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,"Cette annonce immobilière est suspecte en raison de plusieurs signaux détectés : un score fraude élevé (51.6/100), un sentiment négatif (score 0.60), un score zero-shot fraude élevé (0.40) et la présence de flags tels que urgency_detected et external_contact, qui indiquent une demande d'urgence et un contact externe fourni, ce qui peut être associé à des pratiques frauduleuses."
tunisieannonce_8e3edd4a8576,tunisieannonce,0.0,positive,0.3228,0.0,11.3,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_8dbe5220ae12,tunisieannonce,0.0,positive,0.3185,0.25,17.4,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_8ecbefd5aded,tunisieannonce,0.0,positive,0.3478,0.75,30.92,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_8fbb9cb55cfd,tunisieannonce,0.2287,negative,0.3777,0.0,22.37,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_8f0982a54795,tunisieannonce,0.0,positive,0.341,0.2,16.93,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_8ec99f8d132d,tunisieannonce,0.0,positive,0.4339,0.2,20.19,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_8ecbfa533b2e,tunisieannonce,0.0,positive,0.2803,0.75,28.56,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_8f43f19e07ed,tunisieannonce,0.0,positive,0.3386,0.0,11.85,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_8ea808a8efa0,tunisieannonce,0.0,positive,0.3607,0.0,12.62,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_8f1481905024,tunisieannonce,0.0,positive,0.4131,0.0,14.46,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_8fd94d9d2bad,tunisieannonce,0.0,positive,0.2881,0.0,10.08,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_908554ae27b5,tunisieannonce,0.0,positive,0.2868,0.55,23.79,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_90bb7826d89b,tunisieannonce,0.0,positive,0.3237,0.2,16.33,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_9011524dfd50,tunisieannonce,0.0,positive,0.3609,0.25,18.88,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_9010e9829052,tunisieannonce,0.0,positive,0.3121,0.25,17.17,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_913f955e6d72,tunisieannonce,0.0,positive,0.2999,0.0,10.5,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_90f61c240531,tunisieannonce,0.0,positive,0.385,0.2,18.47,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_918f79289c5d,tunisieannonce,0.0,positive,0.3697,0.2,17.94,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_91b6757e8d50,tunisieannonce,0.0,positive,0.3587,0.55,26.3,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_9161b7fb8933,tunisieannonce,0.5078,negative,0.355,0.0,32.74,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_91975d0559a8,tunisieannonce,0.0,positive,0.3446,0.5,24.56,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_918c17c891ea,tunisieannonce,0.0,positive,0.4191,0.2,19.67,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_91bd532fe109,tunisieannonce,0.0,positive,0.3494,0.2,17.23,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_928c86653c41,tunisieannonce,0.0,positive,0.3381,0.0,11.83,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_929960d0e382,tunisieannonce,0.0,positive,0.3353,0.55,25.49,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_926f1effc2ce,tunisieannonce,0.0,positive,0.3302,0.25,17.81,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_91ccd4bbc38a,tunisieannonce,0.0,positive,0.3342,0.5,24.2,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_91c91ac06a9f,tunisieannonce,0.0,positive,0.3309,0.2,16.58,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_91dde6132682,tunisieannonce,0.0,positive,0.3453,0.2,17.09,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_a747b25778e9,tunisieannonce,0.0,positive,0.3128,0.0,10.95,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_93128ae2ece0,tunisieannonce,0.0,positive,0.353,0.55,26.11,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_9305d75c4883,tunisieannonce,0.2412,negative,0.3317,0.0,21.26,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_93281af11bc3,tunisieannonce,0.5043,negative,0.3628,0.55,46.62,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_933ce3074ea0,tunisieannonce,0.0,positive,0.3781,0.25,19.48,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_930b6882da33,tunisieannonce,0.5274,negative,0.3659,0.45,45.15,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_932d2374ac34,tunisieannonce,0.0,positive,0.3162,0.25,17.32,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_92bbb6754dd1,tunisieannonce,0.0,positive,0.3467,0.25,18.38,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_9511ef5bbe30,tunisieannonce,0.0,positive,0.3558,0.0,12.45,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_935f124b51d8,tunisieannonce,0.0,positive,0.3307,0.55,25.32,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_941353d49dd2,tunisieannonce,0.0,positive,0.3652,0.25,19.03,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_937d47d58866,tunisieannonce,0.0,positive,0.3614,0.55,26.4,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_93492f3bc17e,tunisieannonce,0.417,negative,0.3968,0.2,35.57,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_938eaf5b8b77,tunisieannonce,0.0,positive,0.2666,0.0,9.33,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_941f91443ba9,tunisieannonce,0.0,positive,0.3117,0.3,18.41,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_94f504e48f71,tunisieannonce,0.0,positive,0.1584,0.2,10.54,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_9456b816f5ef,tunisieannonce,0.4711,negative,0.3983,0.2,37.78,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_944b9fcac884,tunisieannonce,0.0693,neutral,0.3599,0.0,15.37,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_949690f8bc9a,tunisieannonce,0.0,positive,0.338,0.25,18.08,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_95690480fe5b,tunisieannonce,0.3215,negative,0.3261,0.0,24.27,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_95a66afec265,tunisieannonce,0.0,positive,0.2681,0.5,21.88,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_956ee6e52f69,tunisieannonce,0.0,positive,0.341,0.0,11.94,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_95d97f5d7d8f,tunisieannonce,0.0,positive,0.4036,0.75,32.88,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_95a1fe1aadf1,tunisieannonce,0.0,positive,0.3344,0.75,30.45,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_951b82a40c32,tunisieannonce,0.0,positive,0.2796,0.0,9.79,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_95e9c52af6fa,tunisieannonce,0.52,negative,0.3054,0.25,37.74,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_96067e648b08,tunisieannonce,0.0,positive,0.2982,0.75,29.19,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_967acf662a0a,tunisieannonce,0.0,positive,0.3014,0.0,10.55,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_965766297491,tunisieannonce,0.0,positive,0.2929,0.0,10.25,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_96c9a5b1f8de,tunisieannonce,0.0,positive,0.3768,0.75,31.94,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_964306bf6327,tunisieannonce,0.4607,negative,0.3575,0.0,30.94,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_966d4ab15e12,tunisieannonce,0.0,positive,0.383,0.0,13.41,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9671435fb249,tunisieannonce,0.0,positive,0.3871,0.45,24.8,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_9684cbb6ab54,tunisieannonce,0.0,positive,0.2922,0.2,15.23,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_96aa7aafa167,tunisieannonce,0.0,positive,0.3192,0.2,16.17,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_972ab2ab32ec,tunisieannonce,0.0,positive,0.3409,0.45,23.18,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_96fbb5eb5ee4,tunisieannonce,0.0,positive,0.3861,0.25,19.76,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_97626e7096a3,tunisieannonce,0.2341,negative,0.3021,0.55,33.69,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_96e7329a6c19,tunisieannonce,0.0,positive,0.3557,0.55,26.2,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_96e5c4495c4c,tunisieannonce,0.5531,negative,0.3595,0.25,40.96,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_975951b88f64,tunisieannonce,0.0,positive,0.3245,0.0,11.36,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_999e0dc955eb,tunisieannonce,0.0,positive,0.362,0.55,26.42,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_972b12c29b09,tunisieannonce,0.0,positive,0.3487,0.3,19.7,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_976de0d4b1d7,tunisieannonce,0.0,positive,0.3237,0.75,30.08,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_96cff3fe0da5,tunisieannonce,0.0,positive,0.2998,0.0,10.49,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9866d99d803c,tunisieannonce,0.0,positive,0.3436,0.3,19.53,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_9b64e12cd89a,tunisieannonce,0.09,neutral,0.33,0.0,15.15,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_97e422c9eb87,tunisieannonce,0.0,positive,0.3021,0.25,16.82,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_98251557e424,tunisieannonce,0.0,positive,0.3482,0.25,18.44,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_97fb17c6c0f3,tunisieannonce,0.0915,neutral,0.3213,0.0,14.91,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_986d0391606d,tunisieannonce,0.0,positive,0.3583,0.25,18.79,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_99678ae517f3,tunisieannonce,0.2629,negative,0.3296,0.0,22.05,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_99553297ac15,tunisieannonce,0.0,positive,0.3464,0.0,12.12,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_98ded1559ae0,tunisieannonce,0.0,positive,0.3651,0.55,26.53,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_998cd1ae88cb,tunisieannonce,0.0,positive,0.3553,0.75,31.19,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_98d9c7283939,tunisieannonce,0.0,positive,0.298,0.0,10.43,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_a55cb3db0dfe,tunisieannonce,0.0,positive,0.2644,0.0,9.25,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_98ee86b59df1,tunisieannonce,0.0,positive,0.3399,0.75,30.65,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_997b69288e6e,tunisieannonce,0.0,positive,0.3298,0.0,11.54,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_98e4a46a88d7,tunisieannonce,0.3002,negative,0.3328,0.55,37.41,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_9a118a618cc5,tunisieannonce,0.0,positive,0.3625,0.45,23.94,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_9a24a9db9bcd,tunisieannonce,0.2562,negative,0.3132,0.0,21.21,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_9a0e6767f5a8,tunisieannonce,0.6044,negative,0.3186,0.25,41.58,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_9a116859da77,tunisieannonce,0.0,positive,0.4043,0.75,32.9,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_9a36fc1af0ef,tunisieannonce,0.0749,neutral,0.3381,0.2,19.83,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_99e1cb3a99f7,tunisieannonce,0.0,positive,0.3853,0.25,19.74,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_9a1513cde85a,tunisieannonce,0.0,positive,0.3893,0.2,18.63,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_99b3b37fb907,tunisieannonce,0.0,positive,0.3519,0.75,31.07,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_9a335748b0fb,tunisieannonce,0.0,positive,0.3596,0.55,26.34,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
